Street,Location_Id,City,State_Id,State
East Calle Primera,4780,Des Moines,HI,Delaware
Redwood Highway,4781,Lincoln,UT,Arizona
Tanger Blvd,4782,Bismarck,GA,Virginia
S Rustle St,4783,Oklahoma City,CT,North Dakota
San Diego Freeway,4784,Jackson,MA,Oregon
Cabrillo Highway,4785,Charleston,AZ,Idaho
Pacific Hwy S,4786,Columbia,NC,Ohio
Jean de la Fontaine,4787,Springfield,MT,Arizona
North Erringer Road,4788,Des Moines,MI,Wisconsin
S Rustle St,4789,Salem,WI,Iowa
Cleveland Ave.,4790,Baton Rouge,MD,Arkansas
Carpinteria Avenue,4791,Boston,NM,Massachusetts
Richmond Hill,4792,Concord,SC,Pennsylvania
Katella Avenue,4793,Oklahoma City,IN,Utah
Carpinteria North,4794,Lansing,OR,Connecticut
Tanger Blvd,4795,Santa Fe,IL,Connecticut
East 1st Street,4796,Salt Lake City,NH,Michigan
Lake Tahoe Blvd.,4797,Hartford,AZ,Florida
Katella Avenue,4798,Baton Rouge,ME,South Dakota
Moreno Drive,4799,Montpelier,TN,Kentucky
Hutchinson Rd,4800,Little Rock,SD,Vermont
South Highway,4801,Dover,AR,Montana
Harry S Truman Blvd,4802,Boston,MT,Minnesota
Moreno Drive,4803,Santa Fe,WA,Georgia
W. Russell St.,4804,Bismarck,WA,Montana
San Marcos,4805,Salt Lake City,DE,Alabama
East Main Street,4806,Santa Fe,NH,North Dakota
Newbury Road,4807,Pierre,NE,South Dakota
Lindbergh Blvd,4808,Albany,KY,North Carolina
Tanger Blvd,4809,Montgomery,LA,Massachusetts
Santa Rosa South,4810,Lansing,NM,Missouri
Harbor Dr,4811,Jackson,MI,Minnesota
Santa Rosa North,4812,Oklahoma City,NE,Wyoming
Bayshore Freeway,4813,Honolulu,MS,Iowa
Pacific Hwy S,4814,Lansing,MN,Hawaii
North Ventu Park Road,4815,Tallahassee,PA,Nevada
Harbor Dr,4816,Honolulu,MI,Pennsylvania
Lawrenceville Suwanee,4817,Boise,VA,Delaware
North Preisker Lane,4818,Honolulu,ME,North Carolina
Newbury Road,4819,Little Rock,FL,North Carolina
Erringer Road,4820,Montgomery,NC,Virginia
San Simeon,4821,Atlanta,NE,Maryland
S Rustle St,4822,Boise,VA,South Carolina
Lawrenceville Suwanee,4823,Madison,PA,Massachusetts
San Luis Obispo North,4824,Pierre,TN,Iowa
Greenwood Road,4825,Hartford,CA,Idaho
Carpinteria Avenue,4826,Raleigh,PA,Arizona
Tanger Blvd,4827,Des Moines,MI,West Virginia
Tully Road East,4828,Indianapolis,NM,Michigan
East Fry Blvd.,4829,Frankfort,OH,Hawaii
Castillo Drive,4830,Dover,MT,New York
South Roosevelt Drive,4831,Augusta,OK,Mississippi
East Main Street,4832,Albany,OR,New Mexico
Westside Freeway,4833,Montpelier,PA,Minnesota
Santa Rosa North,4834,Trenton,CA,New Hampshire
Padre Boulevard,4835,Charleston,AZ,New York
El Camino Real,4836,Lansing,DE,New Mexico
Grandview Drive,4837,Concord,SD,South Dakota
East Main Street,4838,Phoenix,CO,Washington
Padre Boulevard,4839,Richmond,VA,Rhode Island
North Ventu Park Road,4840,Indianapolis,RI,South Dakota
Lake Tahoe Blvd.,4841,Salem,NM,Rhode Island
Lindbergh Blvd,4842,Sacramento,VT,California
Santa Monica Road,4843,Montpelier,MN,Florida
Bailard Avenue,4844,Juneau,CA,North Dakota
San Diego Freeway,4845,Raleigh,UT,Rhode Island
East Main Street,4846,Bismarck,AZ,Colorado
Bailard Avenue,4847,Pierre,HI,Oklahoma
South Roosevelt Drive,4848,Carson City,NH,Arizona
Tully Road East,4849,Montgomery,OR,Wyoming
Fairview Avenue,4850,Montgomery,ME,Alaska
East Fry Blvd.,4851,Boston,SD,Vermont
Fairview Avenue,4852,Raleigh,MO,Utah
Grandview Drive,4853,Sacramento,WA,California
Moreno Drive,4854,Bismarck,WY,Virginia
Richmond Hill,4855,Augusta,KS,California
S Rustle St,4856,Olympia,MS,Maryland
Bayshore Freeway,4857,Montpelier,LA,Delaware
Newbury Road,4858,Pierre,RI,Rhode Island
Jones Road,4859,Salt Lake City,AL,Massachusetts
Lake Tahoe Blvd.,4860,Carson City,IN,Iowa
Woodson Rd.,4861,Jackson,AZ,New Hampshire
Lake Tahoe Blvd.,4862,Atlanta,MI,Iowa
Carpinteria Avenue,4863,Nashville,MN,New Mexico
Lindbergh Blvd,4864,Harrisburg,AK,Nebraska
Redwood Highway,4865,Topeka,MO,Hawaii
Milpas Street,4866,Springfield,UT,New Hampshire
Erringer Road,4867,Denver,NH,South Dakota
Santa Monica Road,4868,Boston,FL,Ohio
El Camino Real,4869,Jefferson City,MD,Louisiana
Grandview Drive,4870,Bismarck,NY,Kentucky
Via Real,4871,Montpelier,CA,New Hampshire
Camelback Rd,4872,Sacramento,NM,Illinois
East Calle Primera,4873,Concord,CA,Louisiana
East Main Street,4874,Oklahoma City,CA,California
East Fry Blvd.,4875,Saint Paul,GA,West Virginia
South Highway,4876,Sacramento,HI,New York
San Ysidro Blvd,4877,Bismarck,RI,Maryland
N Kentwood,4878,Boise,MI,Kansas
Redwood Highway,4879,Oklahoma City,AR,Tennessee
Cleveland Ave.,4880,Salt Lake City,MS,Maine
North Preisker Lane,4881,Denver,MD,Hawaii
Fairview Avenue,4882,Olympia,PA,Ohio
North Preisker Lane,4883,Juneau,CA,Tennessee
North Erringer Road,4884,Hartford,WA,Texas
Lindbergh Blvd,4885,Lansing,OK,Alaska
Burnett Road,4886,Little Rock,RI,Wyoming
Via Real,4887,Richmond,SC,Indiana
San Ysidro Blvd,4888,Frankfort,DE,Delaware
Bayshore Freeway,4889,Columbus,TN,Arkansas
W. Russell St.,4890,Olympia,NY,Iowa
East Fry Blvd.,4891,Little Rock,KS,Arizona
Erringer Road,4892,Montpelier,NM,Delaware
Jean de la Fontaine,4893,Sacramento,CA,Virginia
Westside Freeway,4894,Boston,FL,Kansas
Cerrillos Road,4895,Phoenix,MO,Nevada
Bayshore Freeway,4896,Phoenix,NM,Washington
Monroe Street,4897,Pierre,WY,North Carolina
East Main Street,4898,Juneau,MS,North Carolina
East 1st Street,4899,Helena,TN,Oregon
Carpinteria Avenue,4900,Phoenix,OR,Colorado
Moreno Drive,4901,Des Moines,AZ,Colorado
San Diego Freeway,4902,Raleigh,VA,Michigan
Redwood Highway,4903,Columbia,OK,Massachusetts
Burnett Road,4904,Salt Lake City,ND,Wyoming
East Main Street,4905,Charleston,WI,Michigan
W. Russell St.,4906,Trenton,AR,Virginia
Castillo Drive,4907,Boise,VA,Missouri
Monroe Street,4908,Trenton,CO,Georgia
Westside Freeway,4909,Lincoln,TX,New Jersey
Cabrillo Highway,4910,Madison,MD,Pennsylvania
W. Russell St.,4911,Charleston,NY,Mississippi
Jean de la Fontaine,4912,Topeka,HI,Utah
Richmond Hill,4913,Austin,NJ,Connecticut
Tully Road East,4914,Richmond,ND,Kentucky
Hutchinson Rd,4915,Denver,NJ,Pennsylvania
N Kentwood,4916,Austin,VA,Vermont
Harbor Dr,4917,Juneau,MO,Nebraska
N Harrison St,4918,Pierre,MN,Wyoming
Tully Road East,4919,Helena,AK,West Virginia
N Harrison St,4920,Tallahassee,ME,Tennessee
Carpinteria South,4921,Santa Fe,OK,West Virginia
Pacific Hwy S,4922,Salem,MS,Oklahoma
San Simeon,4923,Columbia,OH,Minnesota
Jean de la Fontaine,4924,Columbus,NY,Mississippi
North Erringer Road,4925,Richmond,AZ,Massachusetts
French Camp Turnpike Road,4926,Des Moines,ND,Illinois
Steele Lane,4927,Augusta,UT,South Carolina
Jean de la Fontaine,4928,Lincoln,MD,Kentucky
Lake Tahoe Blvd.,4929,Indianapolis,UT,Connecticut
Carpinteria South,4930,Olympia,ND,Arizona
East Main Street,4931,Atlanta,MI,Maryland
Jones Road,4932,Harrisburg,MO,Pennsylvania
Redwood Highway,4933,Augusta,ID,Tennessee
Bailard Avenue,4934,Lansing,TX,Rhode Island
Harbor Dr,4935,Springfield,MO,Colorado
Richmond Hill,4936,Boston,MS,Kansas
Fairview Avenue,4937,Concord,SC,Iowa
Santa Rosa South,4938,Providence,LA,New Mexico
East Calle Primera,4939,Cheyenne,NY,Idaho
Carpinteria South,4940,Boston,TX,Hawaii
South Roosevelt Drive,4941,Frankfort,CO,South Carolina
Santa Rosa North,4942,Dover,KY,Wisconsin
Jean de la Fontaine,4943,Harrisburg,WA,Washington
Tanger Blvd,4944,Augusta,IA,North Carolina
East Calle Primera,4945,Springfield,NV,North Dakota
East 1st Street,4946,Columbus,HI,Delaware
San Marcos,4947,Boston,CT,South Dakota
Pacific Hwy S,4948,Olympia,NV,Arizona
Cleveland Ave.,4949,Pierre,RI,Oregon
Corona Del Mar,4950,Madison,MD,Nevada
Burnett Road,4951,Richmond,MD,Colorado
W. Russell St.,4952,Boston,MD,New York
French Camp Turnpike Road,4953,Denver,MO,New Hampshire
Bowles Avenue,4954,Augusta,NH,Illinois
East Fry Blvd.,4955,Jefferson City,NV,Nevada
Hutchinson Rd,4956,Columbia,SC,Arkansas
Via Real,4957,Des Moines,CT,Minnesota
Fairview Avenue,4958,Albany,AZ,California
W. Russell St.,4959,Montgomery,CO,Oregon
Via Real,4960,Tallahassee,WV,Alaska
Via Real,4961,Frankfort,HI,Nebraska
Harry S Truman Blvd,4962,Austin,GA,Wyoming
East 1st Street,4963,Santa Fe,FL,Idaho
Steele Lane,4964,Charleston,MI,North Dakota
Santa Monica Road,4965,Richmond,WA,Arkansas
Carpinteria Avenue,4966,Harrisburg,FL,Maryland
N Harrison St,4967,Charleston,WI,Montana
Camelback Rd,4968,Frankfort,ID,Indiana
Santa Monica Road,4969,Santa Fe,PA,Minnesota
Pacific Hwy S,4970,Montgomery,MN,Colorado
Lake Tahoe Blvd.,4971,Bismarck,TX,Montana
South Roosevelt Drive,4972,Juneau,WV,Alaska
Timberlane Drive,4973,Baton Rouge,IL,Oregon
N Harrison St,4974,Juneau,MO,Indiana
Carpinteria Avenue,4975,Topeka,NJ,Maine
Cabrillo Highway,4976,Baton Rouge,NM,Ohio
East Fry Blvd.,4977,Columbus,KY,Idaho
Tully Road East,4978,Boise,OH,Hawaii
Harry S Truman Blvd,4979,Oklahoma City,UT,Washington
San Ysidro Blvd,4980,Des Moines,TX,Kansas
Cleveland Ave.,4981,Salt Lake City,NY,Washington
Tully Road East,4982,Juneau,AZ,New Mexico
Fairview Avenue,4983,Jefferson City,ID,Texas
Katella Avenue,4984,Topeka,DE,Iowa
San Simeon,4985,Trenton,NV,New Hampshire
Katella Avenue,4986,Phoenix,MT,Mississippi
North Ventu Park Road,4987,Springfield,SD,Oklahoma
Fontaine Road,4988,Topeka,ME,Oregon
Carpinteria Avenue,4989,Denver,TN,North Carolina
Richmond Hill,4990,Montpelier,VA,Vermont
Via Real,4991,Sacramento,NH,Alaska
Milpas Street,4992,Denver,MT,Hawaii
Santa Rosa North,4993,Annapolis,ME,Massachusetts
Monroe Street,4994,Little Rock,TX,Virginia
Timberlane Drive,4995,Montgomery,MD,Idaho
French Camp Turnpike Road,4996,Indianapolis,ME,Georgia
North Preisker Lane,4997,Lansing,WY,Maine
Fontaine Road,4998,Phoenix,MD,Connecticut
Tanger Blvd,4999,Raleigh,KS,West Virginia
East 1st Street,5000,Montpelier,CA,Indiana
Steele Lane,5001,Santa Fe,NJ,New Hampshire
North Broadway Street,5002,Providence,IA,Pennsylvania
Cabrillo Highway,5003,Boise,NE,North Carolina
Westside Freeway,5004,Albany,ND,Massachusetts
Fairview Avenue,5005,Lansing,NJ,West Virginia
Lindbergh Blvd,5006,Tallahassee,SC,Delaware
Harbor Dr,5007,Concord,RI,Oregon
Milpas Street,5008,Santa Fe,NH,Indiana
Richmond Hill,5009,Indianapolis,NJ,Virginia
Moreno Drive,5010,Helena,SD,New Jersey
Lawrenceville Suwanee,5011,Salem,MI,Maine
Calle Real,5012,Columbia,TX,Arizona
Richmond Hill,5013,Madison,IN,South Dakota
North Erringer Road,5014,Columbia,OK,South Carolina
Grandview Drive,5015,Augusta,NM,Montana
San Simeon,5016,Baton Rouge,IL,Massachusetts
Santa Monica Road,5017,Dover,DE,South Carolina
Corona Del Mar,5018,Charleston,CO,Connecticut
Padre Boulevard,5019,Concord,AR,South Carolina
San Simeon,5020,Springfield,WY,Virginia
Carpinteria Avenue,5021,Augusta,ME,Washington
Lindbergh Blvd,5022,Carson City,GA,Indiana
Fairview Avenue,5023,Jackson,IN,South Dakota
North Preisker Lane,5024,Little Rock,UT,California
Jean de la Fontaine,5025,Pierre,PA,Oregon
East Fry Blvd.,5026,Augusta,ME,Georgia
Cerrillos Road,5027,Charleston,IN,Maryland
Jean de la Fontaine,5028,Lansing,IL,Michigan
Grandview Drive,5029,Carson City,PA,New Hampshire
East Calle Primera,5030,Montgomery,ME,Georgia
Erringer Road,5031,Santa Fe,AK,Iowa
Tully Road East,5032,Olympia,NM,Minnesota
Harbor Dr,5033,Sacramento,VA,New Hampshire
French Camp Turnpike Road,5034,Columbus,OK,Texas
Milpas Street,5035,Santa Fe,DE,Oklahoma
Padre Boulevard,5036,Salt Lake City,NM,Maine
Camelback Rd,5037,Topeka,AZ,Connecticut
Lindbergh Blvd,5038,Harrisburg,NC,New York
Bayshore Freeway,5039,Carson City,MO,North Carolina
Apalachee Parkway,5040,Jefferson City,WA,Kansas
Lawrenceville Suwanee,5041,Annapolis,UT,Tennessee
East 1st Street,5042,Trenton,HI,Louisiana
Richmond Hill,5043,Augusta,WI,Mississippi
Timberlane Drive,5044,Baton Rouge,MD,South Carolina
Cerrillos Road,5045,Carson City,MT,Arizona
Steele Lane,5046,Springfield,FL,Tennessee
Jean de la Fontaine,5047,Trenton,FL,Minnesota
Cleveland Ave.,5048,Baton Rouge,AR,Vermont
Westside Freeway,5049,Cheyenne,NV,Vermont
N Harrison St,5050,Montpelier,IA,South Carolina
Santa Monica Road,5051,Columbia,IN,Montana
Steele Lane,5052,Cheyenne,VA,California
East Fry Blvd.,5053,Harrisburg,MN,Oregon
Richmond Hill,5054,Bismarck,VA,Illinois
Greenwood Road,5055,Columbus,TN,Mississippi
N Kentwood,5056,Tallahassee,CO,New Mexico
Lake Tahoe Blvd.,5057,Salem,AL,Kansas
Lindbergh Blvd,5058,Annapolis,AR,Virginia
San Simeon,5059,Austin,PA,Tennessee
N Kentwood,5060,Saint Paul,NC,Washington
San Marcos,5061,Des Moines,AK,Kentucky
Santa Rosa South,5062,Pierre,OK,Nevada
North Preisker Lane,5063,Topeka,CA,South Dakota
Bayshore Freeway,5064,Des Moines,CO,New Hampshire
San Simeon,5065,Sacramento,CO,Missouri
Woodson Rd.,5066,Madison,DE,Delaware
Milpas Street,5067,Annapolis,WI,New Mexico
East Fry Blvd.,5068,Santa Fe,TX,Massachusetts
Carpinteria North,5069,Santa Fe,TN,Iowa
Bowles Avenue,5070,Annapolis,IL,Ohio
Castillo Drive,5071,Dover,SD,Washington
Katella Avenue,5072,Augusta,TX,South Dakota
Jean de la Fontaine,5073,Frankfort,CO,Illinois
Timberlane Drive,5074,Concord,NV,Mississippi
El Camino Real,5075,Nashville,ME,Nevada
Bowles Avenue,5076,Lincoln,AR,Rhode Island
Bailard Avenue,5077,Sacramento,CT,Nevada
East Main Street,5078,Harrisburg,HI,Washington
Jean de la Fontaine,5079,Lincoln,VT,Kansas
East Fry Blvd.,5080,Des Moines,IA,Montana
Bailard Avenue,5081,Annapolis,AK,Massachusetts
San Marcos,5082,Charleston,MA,Mississippi
Erringer Road,5083,Santa Fe,OH,Tennessee
Greenwood Road,5084,Charleston,SC,Arkansas
Cleveland Ave.,5085,Bismarck,NV,Virginia
Katella Avenue,5086,Hartford,AK,California
Fontaine Road,5087,Annapolis,IN,North Carolina
Cerrillos Road,5088,Frankfort,NJ,Oregon
Carpinteria Avenue,5089,Montpelier,VT,Connecticut
Hutchinson Rd,5090,Bismarck,CO,Delaware
Newbury Road,5091,Albany,MI,Indiana
Woodson Rd.,5092,Bismarck,TX,Connecticut
East Main Street,5093,Baton Rouge,NM,Maryland
Katella Avenue,5094,Salem,MO,Oklahoma
Bayshore Freeway,5095,Annapolis,MO,Vermont
Corona Del Mar,5096,Concord,MT,North Dakota
East Main Street,5097,Columbus,IA,Nebraska
Corona Del Mar,5098,Concord,AL,Minnesota
Burnett Road,5099,Concord,CO,Indiana
Bayshore Freeway,5100,Dover,KS,Virginia
Bowles Avenue,5101,Madison,AR,Oklahoma
Cerrillos Road,5102,Juneau,MO,North Carolina
Erringer Road,5103,Frankfort,CT,North Dakota
Timberlane Drive,5104,Santa Fe,WV,Arizona
Erringer Road,5105,Saint Paul,HI,California
East Fry Blvd.,5106,Albany,RI,Alabama
South Roosevelt Drive,5107,Juneau,IA,Missouri
Harbor Dr,5108,Sacramento,MO,Hawaii
San Luis Obispo North,5109,Nashville,NV,Nevada
Carpinteria Avenue,5110,Richmond,NJ,Montana
Santa Rosa South,5111,Austin,CA,Mississippi
Bayshore Freeway,5112,Jackson,VT,New Mexico
San Ysidro Blvd,5113,Annapolis,MT,California
Calle Real,5114,Baton Rouge,AZ,Rhode Island
Calle Real,5115,Santa Fe,KS,Florida
Harry S Truman Blvd,5116,Phoenix,IL,Washington
Santa Monica Road,5117,Cheyenne,MD,New Hampshire
Westside Freeway,5118,Santa Fe,CO,South Dakota
East 1st Street,5119,Little Rock,OH,Pennsylvania
Via Real,5120,Providence,NJ,Kansas
Apalachee Parkway,5121,Austin,MN,Vermont
Greenwood Road,5122,Hartford,NJ,Arizona
Harry S Truman Blvd,5123,Juneau,WA,Arizona
Redwood Highway,5124,Salt Lake City,NE,North Dakota
San Marcos,5125,Dover,CO,New York
Redwood Highway,5126,Lincoln,NJ,New York
North Ventu Park Road,5127,Phoenix,ME,Alaska
Bowles Avenue,5128,Raleigh,KS,Connecticut
San Diego Freeway,5129,Nashville,CO,Delaware
Bayshore Freeway,5130,Carson City,NC,Colorado
Grandview Drive,5131,Columbia,AZ,Idaho
French Camp Turnpike Road,5132,Baton Rouge,HI,Texas
French Camp Turnpike Road,5133,Oklahoma City,HI,Tennessee
Moreno Drive,5134,Hartford,KY,Maine
Fontaine Road,5135,Little Rock,WY,Alaska
Padre Boulevard,5136,Albany,GA,Arkansas
Santa Ana Freeway,5137,Atlanta,TX,North Dakota
Newbury Road,5138,Hartford,KY,New York
Redwood Highway,5139,Tallahassee,MA,Ohio
East Calle Primera,5140,Augusta,MD,Ohio
Westside Freeway,5141,Augusta,IN,Idaho
North Erringer Road,5142,Springfield,LA,Alaska
South Highway,5143,Pierre,MA,Alaska
Tanger Blvd,5144,Saint Paul,WA,Massachusetts
Katella Avenue,5145,Phoenix,LA,Missouri
Pacific Hwy S,5146,Sacramento,OH,Massachusetts
South Roosevelt Drive,5147,Oklahoma City,WI,Wyoming
Richmond Hill,5148,Jackson,AR,South Carolina
Katella Avenue,5149,Little Rock,OH,Alabama
North Atherton Street,5150,Boise,ND,Nebraska
Cabrillo Highway,5151,Tallahassee,MN,Maine
Carpinteria North,5152,Atlanta,GA,Arizona
Cerrillos Road,5153,Annapolis,ND,Georgia
Tully Road East,5154,Lincoln,NC,Nebraska
Bailard Avenue,5155,Madison,IN,Utah
Jones Road,5156,Helena,MI,Nebraska
San Luis Obispo North,5157,Nashville,AR,Alabama
North Atherton Street,5158,Atlanta,LA,Connecticut
Santa Rosa South,5159,Montpelier,MS,Delaware
Burnett Road,5160,Harrisburg,AZ,Iowa
San Marcos,5161,Olympia,LA,Washington
Bayshore Freeway,5162,Trenton,GA,California
Steele Lane,5163,Jackson,AK,Minnesota
Newbury Road,5164,Hartford,RI,Connecticut
Fairview Avenue,5165,Topeka,NJ,Kentucky
Greenwood Road,5166,Lansing,ID,South Dakota
Monroe Street,5167,Raleigh,KY,South Carolina
Camelback Rd,5168,Salt Lake City,GA,Hawaii
North Erringer Road,5169,Little Rock,AR,South Dakota
W. Russell St.,5170,Honolulu,AL,Mississippi
Jones Road,5171,Austin,OR,Wisconsin
Carpinteria North,5172,Baton Rouge,OR,Kentucky
Greenwood Road,5173,Columbus,MS,Louisiana
Santa Rosa North,5174,Harrisburg,MO,Mississippi
E Fowler Avenue,5175,Santa Fe,IL,Kansas
San Marcos,5176,Raleigh,MA,Kansas
East Main Street,5177,Jefferson City,NE,Michigan
Redwood Highway,5178,Montpelier,MO,Iowa
Corona Del Mar,5179,Richmond,OR,West Virginia
N Kentwood,5180,Hartford,NH,Delaware
North Preisker Lane,5181,Jefferson City,HI,Pennsylvania
S Rustle St,5182,Juneau,IA,Mississippi
North Preisker Lane,5183,Boise,VT,New York
Monroe Street,5184,Cheyenne,MI,Montana
Carpinteria North,5185,Little Rock,IL,Virginia
Tully Road East,5186,Atlanta,IN,New Jersey
El Camino Real,5187,Springfield,NM,Tennessee
San Simeon,5188,Juneau,OH,Missouri
Erringer Road,5189,Cheyenne,KY,Hawaii
Lake Tahoe Blvd.,5190,Juneau,VT,Iowa
Burnett Road,5191,Jefferson City,MT,Illinois
Pacific Hwy S,5192,Lansing,DE,South Carolina
North Atherton Street,5193,Saint Paul,NV,Nevada
East 1st Street,5194,Springfield,VA,South Carolina
Harry S Truman Blvd,5195,Lansing,KY,North Carolina
Carpinteria South,5196,Columbia,MO,Michigan
Burnett Road,5197,Pierre,WA,Missouri
Milpas Street,5198,Trenton,MS,New York
Milpas Street,5199,Des Moines,HI,Maine
Richmond Hill,5200,Lincoln,TN,New Mexico
Fontaine Road,5201,Frankfort,UT,North Carolina
E Fowler Avenue,5202,Lansing,CO,Kentucky
Erringer Road,5203,Atlanta,MA,Nevada
South Roosevelt Drive,5204,Austin,CA,Mississippi
Newbury Road,5205,Lincoln,FL,Iowa
Pacific Hwy S,5206,Boise,IN,Nebraska
El Camino Real,5207,Jefferson City,NC,Virginia
Santa Monica Road,5208,Springfield,CO,Wyoming
S Rustle St,5209,Albany,CT,Colorado
Erringer Road,5210,Bismarck,NY,Louisiana
East Calle Primera,5211,Saint Paul,ME,New York
San Ysidro Blvd,5212,Salt Lake City,CT,North Dakota
East Main Street,5213,Pierre,WY,New Mexico
Santa Rosa South,5214,Atlanta,IN,Nebraska
Pacific Hwy S,5215,Madison,NV,Connecticut
North Preisker Lane,5216,Providence,IN,Idaho
San Ysidro Blvd,5217,Lansing,MT,Kentucky
Hutchinson Rd,5218,Baton Rouge,UT,Maryland
Apalachee Parkway,5219,Baton Rouge,OK,Vermont
Calle Real,5220,Augusta,MA,New York
Bailard Avenue,5221,Raleigh,MN,Montana
Bowles Avenue,5222,Providence,NV,Colorado
South Highway,5223,Boise,SD,Delaware
Corona Del Mar,5224,Harrisburg,RI,Massachusetts
Corona Del Mar,5225,Santa Fe,NH,North Dakota
Camelback Rd,5226,Richmond,HI,Ohio
Santa Rosa North,5227,Baton Rouge,MN,Kentucky
Lake Tahoe Blvd.,5228,Charleston,ME,Indiana
Lake Tahoe Blvd.,5229,Topeka,ME,Pennsylvania
Harry S Truman Blvd,5230,Pierre,IN,Arkansas
Fontaine Road,5231,Santa Fe,MT,Indiana
East Calle Primera,5232,Boise,HI,South Carolina
Jean de la Fontaine,5233,Providence,WV,Idaho
Santa Ana Freeway,5234,Boise,IA,Arizona
Via Real,5235,Juneau,CO,Missouri
North Broadway Street,5236,Columbus,MD,Maine
Jones Road,5237,Bismarck,IL,Alaska
Santa Rosa North,5238,Phoenix,WY,New Jersey
Carpinteria Avenue,5239,Des Moines,OR,Maine
San Diego Freeway,5240,Saint Paul,GA,Alaska
Lake Tahoe Blvd.,5241,Topeka,CA,Kansas
N Harrison St,5242,Carson City,NH,Vermont
Woodson Rd.,5243,Springfield,FL,New Mexico
Richmond Hill,5244,Denver,MO,Connecticut
Moreno Drive,5245,Madison,TX,Connecticut
North Broadway Street,5246,Charleston,CA,Oklahoma
Richmond Hill,5247,Baton Rouge,CT,North Dakota
North Preisker Lane,5248,Cheyenne,NM,Texas
N Harrison St,5249,Atlanta,UT,Florida
Newbury Road,5250,Madison,MS,New Hampshire
Apalachee Parkway,5251,Dover,AR,Alaska
Katella Avenue,5252,Harrisburg,AR,North Dakota
Calle Real,5253,Dover,NC,West Virginia
Erringer Road,5254,Boise,VA,Vermont
W. Russell St.,5255,Sacramento,UT,Wisconsin
Santa Rosa South,5256,Phoenix,RI,South Carolina
Cleveland Ave.,5257,Augusta,PA,Oklahoma
North Broadway Street,5258,Trenton,ID,South Carolina
Katella Avenue,5259,Jefferson City,RI,Arkansas
Burnett Road,5260,Raleigh,NV,Tennessee
